KEY,en,notes,sp,fr,de,it,pt-br,zh
KEYWORD_DAMAGEUP_DESC_STACKLESS,提升其普通攻击的伤害（或治疗）效果。,,Aumenta el daño (o la curación) del ataque básico.,Augmente les dégâts (ou soins) de l'attaque de base.,Erhöht den Schaden (oder die Heilung) des Grundangriffs.,Aumenta il danno (o la cura) del suo attacco base.,Aumenta o dano (ou cura) de seu ataque básico.,提升其普通攻擊的傷害（或治療）效果。
KEYWORD_DAMAGEDOWN_NAME,伤害降低,,Daño reducido,Dégâts (-),Schaden runter,Danno -,Dano Diminuído,傷害降低
KEYWORD_DAMAGEDOWN_DESC,普通攻击伤害降低了 {absstacks}。,,El daño del ataque básico se reduce en {absstacks}.,Dégâts de l'attaque de base -{absstacks}.,Schaden des Grundangriffs um {absstacks} verringert.,Il danno da attacco base diminuisce di {stacks}.,O dano do ataque básico é diminuído em {absstacks}.,普通攻擊傷害降低了 {absstacks}。
KEYWORD_DAMAGEDOWN_DESC_STACKLESS,降低其普通攻击的伤害（或治疗）效果。,,Reduce el daño (o la curación) del ataque básico.,Baisse les dégâts (ou soins) de l'attaque de base.,Verringert den Schaden (oder die Heilung) des Grundangriffs.,Diminuisce il danno (o la cura) del suo attacco base.,Diminui o dano (ou cura) de seu ataque básico.,降低其普通攻擊的傷害（或治療）效果。
KEYWORD_LATEBLOOMER_NAME,迟缓成长者,,Floración tardía,Maturité tardive,Spätzünder,Sviluppo Tardivo,Amadurecimento Tardio,遲緩成長者
KEYWORD_LATEBLOOMER_DESC,在 {stacks} 回合后获得全属性提升 3。,,Obtiene 3 de aumento total dentro de {stacks} turnos.,Hausse de stats 3&nbsp;dans {stacks} tours.,Erhalte in {stacks}&nbsp;Zügen einen Bonus von 3 auf alle Attribute.,Ottieni Aumento delle Statistiche 3 tra {stacks} turni.,Obtenha todos os atributos aumentados 3 em {stacks} turnos.,在 {stacks} 回合後獲得全屬性提升 3。
KEYWORD_LATEBLOOMER_SINGULAR_DESC,在下一回合获得全属性提升 3。,,Obtiene 3 de aumento total en el siguiente turno.,Hausse de stats 3&nbsp;le tour prochain.,Erhalte im nächsten Zug einen Bonus von 3 auf alle Attribute.,Ottieni Aumento delle Statistiche 3 nel prossimo turno.,Obtenha todos os atributos aumentados 3 no próximo turno.,在下一回合獲得全屬性提升 3。
KEYWORD_DELAYEDPAIN_NAME,延迟伤害,,Dolor demorado,Douleur différée,Verzögerte Schmerzen,Dolore Ritardato,Dor Atrasada,延遲傷害
KEYWORD_DELAYEDPAIN_DESC,在其回合结束时受到 {stacks} 点伤害。,,Sufre {stacks} de daño al final del turno.,Subit {stacks} à la fin de son tour.,Erleidet am Ende des Zuges {stacks}&nbsp;Schaden.,Subisce {stacks} di danno alla fine del suo turno.,Sofre {stacks} de dano no final de seu turno.,在其回合結束時受到 {stacks} 點傷害。
KEYWORD_DELAYEDPAIN_DESC_STACKLESS,延迟伤害会在你的回合结束时一次性受到。,,Sufre todo el daño demorado al final del turno.,Les dégâts différés sont subis d'un seul coup à la fin de votre tour.,Verzögerter Schaden wird am Ende deines Zuges aufsummiert und verursacht.,Il danno ritardato viene subito tutto insieme alla fine del tuo turno.,O dano atrasado é sofrido de uma vez só no final de seu turno.,延遲傷害會在你的回合結束時一次性受到。
KEYWORD_DEXUP_NAME,灵巧提升,,Destreza aumentada,Dextérité (+),Geschicklichkeit hoch,Destrezza +,Destreza Aumentada,靈巧提升
KEYWORD_DEXUP_DESC,"灵巧提升了 {stacks}。
灵巧影响远程攻击和远程技能伤害。",,"La destreza aumenta en {stacks}.
La destreza afecta al daño de los ataques y las habilidades a distancia.","Dextérité +{stacks}.
La dextérité affecte les dégâts des attaques et compétences à distance.","Geschicklichkeit um {stacks} erhöht.
Geschicklichkeit wirkt sich auf den Schaden von Fernkampfangriffen und -fähigkeiten aus.","La destrezza aumenta di {stacks}.
La destrezza influenza il danno da attacco a distanza e il danno da abilità a distanza.","A destreza é aumentada em {stacks}.
A constituição afeta o dano de ataques e habilidades à distância.","靈巧提升了 {stacks}。
靈巧影響遠程攻擊和遠程技能傷害。"
KEYWORD_DEXDOWN_NAME,灵巧降低,,Destreza reducida,Dextérité (-),Geschicklichkeit runter,Destrezza -,Destreza Diminuída,靈巧降低
KEYWORD_DEXDOWN_DESC,"灵巧降低了 {absstacks}。
灵巧影响远程攻击和远程技能伤害。",,"La destreza se reduce en {absstacks}.
La destreza afecta al daño de los ataques y las habilidades a distancia.","Dextérité -{absstacks}.
La dextérité affecte les dégâts des attaques et compétences à distance.","Geschicklichkeit um {absstacks} verringert.
Geschicklichkeit wirkt sich auf den Schaden von Fernkampfangriffen und -fähigkeiten aus.","La destrezza diminuisce di {stacks}.
La destrezza influenza il danno da attacco a distanza e il danno da abilità a distanza.","A destreza é diminuída em {absstacks}.
A destreza afeta o dano de ataques e habilidades à distância.","靈巧降低了 {absstacks}。
靈巧影響遠程攻擊和遠程技能傷害。"
KEYWORD_DIMINISHREGEN_NAME,生命值回复（递减）,,Regeneración de salud (decreciente),Régénération de PV (décroissante),Lebensregeneration (Nachlassend),Rigenerazione Salute (Decrescente),Regeneração de Saúde (Decrescente),生命值回覆（遞減）
KEYWORD_DIMINISHREGEN_DESC,在其回合结束时回复 {stacks} 生命值，然后生命值回复减少 1。,,Regenera {stacks} de salud al final del turno y luego reduce la regeneración de salud en 1.,"Régénère {stacks} PV à la fin de son tour, puis Régénération de PV -1.",Regeneriert am Ende des Zuges {stacks}&nbsp;Gesundheit und verringert Lebensregeneration um 1.,"Rigenera {stacks} di salute alla fine del suo turno, poi riduce Rigenerazione Salute di 1.","Regenera {stacks} de saúde no final de seu turno, e então diminui a regeneração de saúde em 1.",在其回合結束時回覆 {stacks} 生命值，然後生命值回覆減少 1。
KEYWORD_DIMINISHREGEN_DESC_STACKLESS,在其回合结束时恢复生命值，然后减少生命值回复1。,,Regenera salud al final del turno y luego reduce la regeneración de salud en 1.,"Régénère des PV à la fin de son tour, puis Régénération de PV -1.",Regeneriert am Ende des Zuges Gesundheit und verringert Lebensregeneration um 1.,"Rigenera salute alla fine del suo turno, poi riduce Rigenerazione Salute di 1.","Regenera saúde no final de seu turno, e então diminui a regeneração de saúde em 1.",在其回合結束時恢復生命值，然後減少生命值回覆1。
KEYWORD_DIVINESHIELD_NAME,圣盾,,Escudo sagrado,Défense divine,Heiliger Schild,Scudo Sacro,Escudo Sagrado,聖盾
KEYWORD_DIVINESHIELD_DESC,阻挡一次完整的伤害实例。,,Bloquea una oleada entera de daño sufrido.,Bloque entièrement une instance de dégâts que vous subissez.,Blockiert den gesamten Schaden eines Angriffs.,Blocca completamente un'istanza di danno in arrivo.,Bloqueia completamente uma instância de dano iminente.,阻擋一次完整的傷害實例。
KEYWORD_DODGE_NAME,闪避,,Esquiva,Esquive,Ausweichen,Schivata,Esquiva,閃避
KEYWORD_DODGE_DESC,闪避接下来的{stacks}次攻击。,,Esquiva los siguientes {stacks} ataques.,Esquive les {stacks} prochaines attaques.,Weicht den nächsten {stacks}&nbsp;Angriffen aus.,Schiva i successivi {stacks} attacchi.,Esquiva-se dos próximos {stacks} ataques.,閃避接下來的{stacks}次攻擊。
KEYWORD_DODGE_DESC_STACKLESS,闪避下一次攻击。,,Esquiva el siguiente ataque.,Esquive la prochaine attaque.,Weicht dem nächsten Angriff aus.,Schiva il prossimo attacco.,Esquiva-se do próximo ataque.,閃避下一次攻擊。
KEYWORD_DODGECHANCE_NAME,闪避几率,,Probabilidad de esquiva,Chances d'esquive,Ausweichchance,Probabilità di schivata,Chance de Esquiva,閃避幾率
KEYWORD_DODGECHANCE_DESC,闪避几率提高了{stacks}%。,,La probabilidad de esquiva aumenta en un {stacks} %.,Chances d'esquive +{stacks}&nbsp;%.,Ausweichchance um {stacks}&nbsp;% erhöht.,La probabilità di schivata aumenta del {stacks}%.,A chance de esquiva é aumentada em {stacks}%.,閃避幾率提高了{stacks}%。
KEYWORD_DOOMED_NAME,被诅咒的,,Condenación,Damnation,Todesurteil,Condanna,Perdição,被詛咒的
KEYWORD_DOOMED_DESC,在你的回合结束时减少计数。当计数归零时，死亡。,,"Se inicia una cuenta atrás al final del turno. Al llegar a 0, muere.","-1&nbsp;au décompte à la fin de votre tour. À zéro, vous mourez.","Zählt am Ende deines Zuges herunter. Stirb, wenn der Timer 0 erreicht.","Il valore si riduce alla fine del tuo turno. Quando raggiunge lo 0, muori.","Diminui no final do seu turno. Ao chegar a 0, morra.",在你的回合結束時減少計數。當計數歸零時，死亡。
KEYWORD_DOUBLECAST_NAME,双重行动,,Doble acción,Action double,Doppelaktion,Doppia Azione,Ação Dupla,雙重行動
KEYWORD_DOUBLECAST_DESC,你使用的下一个技能将免费额外使用一次。,,La siguiente habilidad tiene un tiempo de uso extra gratis.,La prochaine compétence que vous utilisez bénéficie d'une utilisation bonus gratuite.,"Die nächste Fähigkeit, die du einsetzt, wird ein zusätzliches Mal kostenlos ausgelöst.",La prossima abilità che usi viene usata una volta in più gratuitamente.,A próxima habilidade que você utilizar é usada uma segunda vez sem custo.,你使用的下一個技能將免費額外使用一次。
KEYWORD_DOUBLECASTSPELL_NAME,双重施法,,Doble hechizo,Sort double,Doppelzauber,Doppio Lancio,Lançamento Duplo,雙重施法
KEYWORD_DOUBLECASTSPELL_DESC,你下一个施放的法术将免费额外施放一次。,,El siguiente hechizo tiene un tiempo de uso extra gratis.,Le prochain sort que vous utilisez bénéficie d'une utilisation bonus gratuite.,"Der nächste Zauber, den du einsetzt, wird ein zusätzliches Mal kostenlos ausgelöst.",Il prossimo incantesimo che lanci viene lanciato una volta in più gratuitamente.,O próximo encantamento que você utilizar é lançado uma segunda vez sem custo.,你下一個施放的法術將免費額外施放一次。
KEYWORD_DOUBLECASTTHISTURN_NAME,双重施法（本回合）,,Doble hechizo (este turno),Sort double (ce tour),Doppelzauber (dieser Zug),Doppio Lancio (questo turno),Lançamento Duplo (Neste turno),雙重施法（本回合）
KEYWORD_DOUBLECASTTHISTURN_DESC,你本回合施放的下一个法术将免费额外施放一次。,,El siguiente hechizo de este turno tiene un tiempo de uso extra gratis.,Le prochain sort que vous utilisez bénéficie d'une utilisation bonus gratuite ce tour.,"Der nächste Zauber, den du in diesem Zug einsetzt, wird ein zusätzliches Mal kostenlos ausgelöst.",Il prossimo incantesimo che lanci in queso turno viene lanciato una volta in più gratuitamente.,O próximo encantamento que você utilizar neste turno é lançado uma segunda vez sem custo.,你本回合施放的下一個法術將免費額外施放一次。
KEYWORD_DROWSY_NAME,昏昏欲睡,,Somnolencia,Somnolence,Schläfrig,Sonnolenza,Sonolência,昏昏欲睡
KEYWORD_DROWSY_DESC,在其回合结束时入睡。,,Se duerme al final del turno.,S'endort à la fin de son tour.,Schläft am Ende des Zuges ein.,Si addormenta alla fine del suo turno.,Adormece no final de seu turno.,在其回合結束時入睡。
KEYWORD_DYBBUKED_NAME,被迪布克附身,,Posesión de Dybbuk,Possession de Dibbouk,Vom Dibbuk besessen,Possessione di Dybbuk,Possessão por Dybbuk,被迪布克附身
KEYWORD_DYBBUKED_DESC,这只猫被迪布克附身。击倒这只猫以驱魔。,,Este gato cae bajo la posesión de Dybbuk. Abátelo para practicarle el exorcismo.,Ce chat est possédé par Dibbouk. Mettez-le K.O. pour l'exorciser.,"Diese Katze wurde vom Dibbuk besessen. Sie muss in Ohnmacht fallen, um sie von ihm zu befreien.",Questo gatto è posseduto da Dybbuk. Manda KO questo gatto per esorcizzarlo.,Este gato foi possuído por Dybbuk. Derrote-o para exorcizá-lo.,這隻貓被迪布克附身。擊倒這隻貓以驅魔。
KEYWORD_EMPTYMIND_NAME,空灵心境,,Mente en blanco,Vide mental,Leerer Geist,Mente Vuota,Mente Vazia,空靈心境
KEYWORD_EMPTYMIND_DESC,法术被禁用。每当它击杀时，它将获得额外的回合。,,"Los hechizos están deshabilitados. Cuando mata a un enemigo, juega un turno extra.","Les sorts sont désactivés. À chaque ennemi tué, bénéficie d'un tour bonus.","Zauber sind deaktiviert. Immer, wenn die Einheit etwas tötet, erhält sie einen zusätzlichen Zug.","Gli incantesimi sono disabilitati. Ogni volta che uccide, effettua un turno aggiuntivo.","Encantamentos são desabilitados. Sempre que obtiver uma baixa, obtém também um turno adicional.",法術被禁用。每當它擊殺時，它將獲得額外的回合。
KEYWORD_EVENTBOUNTY_NAME,赏金,,Recompensa,Prime,Kopfgeld,Taglia,Recompensa,賞金
KEYWORD_EVENTBOUNTY_DESC,被赏金猎人追捕。,,Esta unidad cae presa del cazarrecompensas.,Cible du chasseur de primes.,Wird von einem Kopfgeldjäger verfolgt.,Quest'unità è braccata dal cacciatore di taglie.,Possui um caçador de recompensas em seu encalço.,被賞金獵人追捕。
KEYWORD_EXHAUSTION_NAME,疲惫,,Agotamiento,Épuisement,Erschöpfung,Spossatezza,Exaustão,疲憊
KEYWORD_EXHAUSTION_DESC,在其回合开始时受到 {stacks} 点不可阻挡的伤害，然后增加1点疲惫。每当它获得法力值或生命值时，减少 {stacks} 点法力值或生命值。战斗中禁用回复。无法移除。是时候结束战斗了。,,Sufre {stacks} de daño imparable al inicio del turno y luego aumenta el agotamiento en 1. Obtiene {stacks} menos de maná o salud de la cantidad que le tocaría. Se deshabilita la regeneración poscombate. No se puede quitar. Hora de zanjar la contienda.,"Subit {stacks} dégâts imparables au début de son tour, puis Épuisement +1. Chaque fois qu'il devrait gagner du mana ou des PV, il en gagne {stacks} de moins. Régénération en combat désactivée. Ne peut pas être retiré. Il est temps d'en finir.","Erleidet am Anfang des Zuges {stacks} unvermeidbaren Schaden und erhöht Erschöpfung um 1. Immer, wenn die Einheit Mana oder Leben erhalten würde, erhält sie {stacks} weniger Mana oder Leben. Kampfregeneration deaktiviert. Kann nicht entfernt werden. Zeit, den Kampf zu beenden.","Subisce {stacks} di danno non parabile all'inizio del suo turno, poi aumenta Spossatezza di 1. Ogni volta che dovrebbe ottenere mana o salute, ottiene {stacks} in meno di mana o salute. Rigenerazione in combattimento disabilitata. Non può essere rimossa. È ora di concludere lo scontro.","Sofre {stacks} de dano não-bloqueável no início de seu turno, e então aumenta a exaustão em 1. Sempre que for obter mana ou saúde, obtém {stacks} a menos de mana ou saúde. Regeneração de combate desabilitada. Impossível remover. Está na hora de acabar com a luta.",在其回合開始時受到 {stacks} 點不可阻擋的傷害，然後增加1點疲憊。每當它獲得法力值或生命值時，減少 {stacks} 點法力值或生命值。戰鬥中禁用回覆。無法移除。是時候結束戰鬥了。
KEYWORD_EXHAUSTION_DESC_STACKLESS,在其回合开始时受到不可阻挡的伤害，然后增加1点疲惫。减少法力值和生命值的获取。战斗中禁用回复。,,Sufre daño imparable al inicio del turno y luego aumenta el agotamiento en 1. Obtiene menos maná o salud. Se deshabilita la regeneración poscombate.,"Subit des dégâts imparables au début de son tour, puis Épuisement +1. Réduit les gains de mana et de PV. Régénération en combat désactivée.",Erleidet am Anfang des Zuges unvermeidbaren Schaden und erhöht Erschöpfung um 1. Verringert erhaltenes Mana und Leben. Kampfregeneration deaktiviert.,"Subisce danno non parabile all'inizio del suo turno, poi aumenta Spossatezza di 1. Riduce il guadagno di mana e salute. Rigenerazione in combattimento disabilitata.","Sofre dano não-bloqueável no início de seu turno, e então aumenta a exaustão em 1. Diminui os ganhos de mana e saúde. Regeneração de combate desabilitada.",在其回合開始時受到不可阻擋的傷害，然後增加1點疲憊。減少法力值和生命值的獲取。戰鬥中禁用回覆。
KEYWORD_EXTRAATTACK_NAME,额外攻击,,Ataques extras,Attaques supplémentaires,Zusätzliche Angriffe,Attacchi Aggiuntivi,Ataques Adicionais,額外攻擊
KEYWORD_EXTRAATTACK_DESC,每回合可以额外攻击 {stacks} 次。,,Puede atacar {stacks} veces más cada turno.,Peut attaquer {stacks} fois de plus chaque tour.,Kann pro Zug {stacks}-mal mehr angreifen.,Può attaccare {stacks} volte in più ogni turno.,Pode atacar {stacks} vezes adicionais em cada turno.,每回合可以額外攻擊 {stacks} 次。
KEYWORD_EXTRAMOVE_NAME,额外移动,,Movimientos extras,Déplacements supplémentaires,Zusätzliche Bewegung,Movimenti Aggiuntivi,Movimentos Adicionais,額外移動
KEYWORD_EXTRAMOVE_DESC,每回合可以额外移动 {stacks} 次。,,Puede moverse {stacks} veces más cada turno.,Peut se déplacer {stacks} fois de plus chaque tour.,Kann sich pro Zug {stacks}-mal mehr bewegen.,Può muoversi {stacks} volte in più ogni turno.,Pode se mover {stacks} vezes adicionais em cada turno.,每回合可以額外移動 {stacks} 次。
KEYWORD_FEAR_NAME,恐惧,,Miedo,Peur,Angst,Paura,Medo,恐懼
KEYWORD_FEAR_DESC,在其回合开始时向离敌人最远的方向移动。,,Se aleja todo lo posible de los enemigos al inicio del turno.,S'éloigne le plus possible des ennemis au début de son tour.,Bewegt sich am Anfang des Zuges so weit wie möglich von Gegnern weg.,Si allontana il più possibile dai nemici all'inizio del suo turno.,Move-se tão longe quanto possível de inimigos no início de seu turno.,在其回合開始時向離敵人最遠的方向移動。
KEYWORD_FREESPELL_NAME,免费法术,,Hechizo gratuito,Sort gratuit,Kostenloser Zauber,Incantesimo Gratuito,Encantamento Grátis,免費法術
KEYWORD_FREESPELL_DESC,你下一个施放的法术消耗为0法力值。,,El siguiente hechizo cuesta 0 de maná.,Le sort suivant coûte 0&nbsp;mana.,"Der nächste Zauber, den diese Einheit wirkt, kostet 0&nbsp;Mana.",Il prossimo incantesimo che lanci costa 0 mana.,O próximo encantamento que você lançar custa 0 de mana.,你下一個施放的法術消耗爲0法力值。
KEYWORD_FREEZE_NAME,冻结,,Congelación,Gel,Frost,Congelamento,Congelamento,凍結
KEYWORD_FREEZE_DESC,无法受到伤害。在其回合开始时解除冻结。,,No puede sufrir daño. Se descongela al inicio del turno.,Ne peut pas subir de dégâts. Se dégèle au début de son tour.,Einheit kann keinen Schaden erleiden. Taut am Anfang ihres nächsten Zuges auf.,Non può subire danno. Si scongela all'inizio del suo turno.,Não pode sofrer dano. Descongela no início de seu turno.,無法受到傷害。在其回合開始時解除凍結。
KEYWORD_GRAPPLED_NAME,被缠绕,,Sujeción,Agrippé,Gepackt,Avvinghiamento,Agarrão,被纏繞
KEYWORD_GRAPPLED_DESC,只要紧挨缠绕它的目标，就无法移动。,,Se queda inmóvil mientras siga junto al ente que lo tiene agarrado.,L'unité à proximité de ce qui l'a agrippée subit Immobilisation.,"Unbeweglich, solange diese Einheit sich neben der Einheit befindet, die sie gepackt hat.",L'unità è immobilizzata finché resta vicina alla cosa che l'ha avvinghiata.,Permanece imóvel enquanto estiver ao lado da coisa que a agarrou.,只要緊挨纏繞它的目標，就無法移動。
KEYWORD_HEALTHREGEN_NAME,生命值回复,,Regeneración de salud,Régénération de PV,Lebensregeneration,Rigenerazione Salute,Regeneração de Saúde,生命值回覆
KEYWORD_HEALTHREGEN_DESC,在其回合结束时回复 {stacks} 生命值。,,Regenera {stacks} de salud al final del turno.,Régénère {stacks} PV à la fin de son tour.,Regeneriert am Ende des Zuges {stacks}&nbsp;Gesundheit.,Rigenera {stacks} di salute alla fine del suo turno.,Regenera {stacks} de saúde no final de seu turno.,在其回合結束時回覆 {stacks} 生命值。
KEYWORD_HEALTHREGEN_DESC_STACKLESS,在其回合结束时回复生命值。,,Regenera salud al final del turno.,Régénère des PV à la fin de son tour.,Regeneriert am Ende des Zuges Gesundheit.,Rigenera salute alla fine del suo turno.,Regenera saúde no final de seu turno.,在其回合結束時回覆生命值。
KEYWORD_HEAVIERHITS_NAME,更重的打击,,Golpes más contundentes,Coups violents,Härtere Schläge,Colpi Pesantissimi,Golpes Muito Pesados,更重的打擊
KEYWORD_HEAVIERHITS_DESC_STACKS,物理伤害本回合造成瘀伤 {stacks}。,,El daño físico inflige {stacks} de moratón este turno.,Les dégâts physiques infligent Contusion {stacks} ce tour.,Physischer Schaden verursacht in diesem Zug Beulen&nbsp;{stacks}.,Il danno fisico infligge Livido {stacks} in questo turno.,O dano físico aplica contusão {stacks} neste turno.,物理傷害本回合造成瘀傷 {stacks}。
KEYWORD_HEAVYHITS_NAME,重击,,Golpes contundentes,Coups lourds,Harte Schläge,Colpi Pesanti,Golpes Pesados,重擊
KEYWORD_HEAVYHITS_DESC_STACKS,基础攻击本回合造成瘀伤 {stacks}。,,El ataque básico inflige {stacks} de moratón este turno.,L'attaque de base inflige Contusion {stacks} ce tour.,Grundangriffe verursachen in diesem Zug Beulen&nbsp;{stacks}.,L'attacco base infligge Livido {stacks} in questo turno.,O ataque básico aplica contusão {stacks} neste turno.,基礎攻擊本回合造成瘀傷 {stacks}。
KEYWORD_HEX_NAME,诅咒,,Mal de ojo,Magie vorace,Verhext,Maledizione,Bruxaria,詛咒
KEYWORD_HEX_DESC,施法消耗的法力值增加 {stacks}。,,Los hechizos cuestan {stacks} más de maná.,Les sorts coûtent +{stacks} mana.,Zauber kosten {stacks}&nbsp;Mana mehr.,Lanciare gli incantesimi costa {stack} mana in più.,Encantamentos custam {stacks} a mais de mana para serem lançados.,施法消耗的法力值增加 {stacks}。
KEYWORD_HEX_DESC_STACKLESS,施法消耗更多法力值。,,Los hechizos cuestan más maná.,Les sorts coûtent davantage de mana.,Zauber kosten mehr Mana.,Lanciare gli incantesimi costa più mana.,Encantamentos custam mais mana para serem lançados.,施法消耗更多法力值。
KEYWORD_IMMOBILE_NAME,无法移动,,Inmovilización,Immobilisation,Unbeweglich,Immobilizzazione.,Imobilização,無法移動
KEYWORD_IMMOBILE_DESC,无法移动。,,No se puede mover.,Ne peut pas bouger.,Kann sich nicht bewegen.,Il movimento è impossibile.,Não pode se mover.,無法移動。
KEYWORD_INFESTED_NAME,被寄生,,Infestación,Infestation,Infiziert,Infestato,Infestação,被寄生
KEYWORD_INFESTED_DESC,寄生物在其死亡时爆出，摧毁其尸体。,,Los entes que han infestado a esta unidad surgen para destrozar el cadáver en cuanto muere.,"Les choses qui l'infestent en jaillissent lorsqu'il meurt, détruisant son cadavre.","Was auch immer diese Einheit infiziert, platzt aus ihr heraus, wenn sie stirbt, und zerstört ihre Leiche.","Le cose che infestano quest'unità vengono fuori quando muore, distruggendone il cadavere.","As coisas que estão infestando isto explodem após sua morte, destruindo seu corpo.",寄生物在其死亡時爆出，摧毀其屍體。
KEYWORD_INTUP_NAME,智力上升,,Inteligencia aumentada,Intelligence (+),Intelligenz hoch,Intelligenza +,Inteligência Aumentada,智力上升
KEYWORD_INTUP_DESC,"智力增加 {stacks}。
智力影响法力值回复。",,"La inteligencia aumenta en {stacks}.
La inteligencia afecta a la regeneración de maná.","Intelligence +{stacks}.
L'intelligence affecte la régénération de mana.","Intelligenz um {stacks} erhöht.
Intelligenz wirkt sich auf Manaregeneration aus.","L'intelligenza aumenta di {stacks}.
L'intelligenza influenza la rigenerazione del mana.","A inteligência é aumentada em {stacks}.
A inteligência afeta a regeneração de mana.","智力增加 {stacks}。
智力影響法力值回覆。"
KEYWORD_INTDOWN_NAME,智力下降,,Inteligencia reducida,Intelligence (-),Intelligenz runter,Intelligenza -,Inteligência Diminuída,智力下降
KEYWORD_INTDOWN_DESC,"智力减少 {absstacks}。
智力影响法力值回复。",,"La inteligencia se reduce en {absstacks}.
La inteligencia afecta a la regeneración de maná.","Intelligence -{absstacks}.
L'intelligence affecte la régénération de mana.","Intelligenz um {absstacks} verringert.
Intelligenz wirkt sich auf Manaregeneration aus.","L'intelligenza diminuisce di {stacks}.
L'intelligenza influenza la rigenerazione del mana.","A inteligência é diminuída em {absstacks}.
A inteligência afeta a regeneração de mana.","智力減少 {absstacks}。
智力影響法力值回覆。"
KEYWORD_INVULNERABLE_NAME,无敌,,Invulnerabilidad,Invulnérabilité,Unverwundbar,Invulnerabile,Invulnerabilidade,無敵
KEYWORD_INVULNERABLE_DESC,不会受到伤害。,,No sufre daño.,Ne peut pas subir de dégâts.,Erleidet keinen Schaden.,Non subisce danno.,Não sofre dano.,不會受到傷害。
KEYWORD_KINETICSPPIKES_NAME,动力尖刺,,Pinchos cinéticos,Pics cinétiques,Kinetiknadeln,Spuntoni Cinetici,Espinhos Cinéticos,動力尖刺
KEYWORD_KINETICSPPIKES_DESC,当此单位受到伤害时，发出 {stacks} 个闪光。,,"Al sufrir daño, emite {stacks} destellos.","Subissant des dégâts, {stacks} étincelles sont émises.","Einheit versprüht {stacks}&nbsp;Funken, wenn sie Schaden erleidet.","Quando subisce danno, emette {stacks} Scintille.","Ao sofrer dano, emite {stacks} fagulhas.",當此單位受到傷害時，發出 {stacks} 個閃光。
KEYWORD_KINETICSPPIKES_DESC_SINGULAR,当此单位受到伤害时，发出一个闪光。,,"Al sufrir daño, emite un destello.","Subissant des dégâts, une étincelle est émise.","Einheit versprüht einen Funken, wenn sie Schaden erleidet.","Quando subisce danno, emette una Scintilla.","Ao sofrer dano, emite uma fagulha.",當此單位受到傷害時，發出一個閃光。
KEYWORD_KINETICSPPIKES_DESC_STACKLESS,当此单位受到伤害时，发出闪光。,,"Al sufrir daño, emite destellos.","Subissant des dégâts, des étincelles sont émises.","Einheit versprüht Funken, wenn sie Schaden erleidet.","Quando subisce danno, emette Scintille.","Ao sofrer dano, emite fagulhas.",當此單位受到傷害時，發出閃光。
KEYWORD_LEECHES_NAME,水蛭,,Sanguijuelas,Sangsues,Blutegel,Sanguisughe,Sanguessugas,水蛭
KEYWORD_LEECHES_NAME_APPLIER,{applier's} 吸血。,,Son las sanguijuelas de {applier's}.,Sangsues ({applier}).,Blutegel von {applier},Sanguisughe di {applier}.,Sanguessugas de {applier's}.,{applier's} 吸血。
KEYWORD_LEECHES_DESC,在回合结束时吸取 {stacks} 点生命值。,,Absorbe {stacks} de salud al final de la ronda.,Draine {stacks} PV à la fin de la manche.,Saugt am Ende der Runde {stacks}&nbsp;Gesundheit ab.,Prosciuga {stacks} di salute alla fine del round.,Drena {stacks} de saúde no final da rodada.,在回合結束時吸取 {stacks} 點生命值。
KEYWORD_LEECHES_DESC_APPLIER,在 {applier's} 回合结束时吸取 {stacks} 点生命值并给予 {applier}。,,Absorbe {stacks} de salud al final del turno de {applier's} para dársela a {applier}.,Draine {stacks} PV et les donne à {applier} à la fin de son tour.,Saugt am Ende des Zugs von {applier} {stacks}&nbsp;Gesundheit ab und heilt {applier}.,Prosciuga {stacks} di salute alla fine del turno di {applier} e le fornisce a {applier}.,Drena {stacks} de saúde no final do turno de {applier's} e a concede para {applier}.,在 {applier's} 回合結束時吸取 {stacks} 點生命值並給予 {applier}。
KEYWORD_LEECHES_DESC_STACKLESS,在你的回合结束时从被吸血单位吸取生命值。,,Absorbe salud de la unidad con sanguijuelas al final del turno.,Draine les PV de la victime de cet effet à la fin de votre tour.,Saugt am Ende deines Zuges Gesundheit von der betroffenen Einheit ab.,Prosciuga la salute dell'unità affetta alla fine del tuo turno.,Drena saúde da unidade com sanguessuga no final do seu turno.,在你的回合結束時從被吸血單位吸取生命值。
KEYWORD_LIFESTEAL_NAME,吸血,,Robavida,Vol de vie,Leben stehlen,Rubavita,Roubo de Vida,吸血
KEYWORD_LIFESTEAL_DESC,你接下来的 {stacks} 次普通攻击会治疗你，治疗量等于所造成的生命伤害。,,Los siguientes {stacks} ataques básicos curan a esta unidad según la cantidad de daño de salud que inflija.,Vos {stacks} prochaines attaques de base vous soignent d'un montant de PV égal aux dégâts qu'elles infligent.,Deine nächsten {stacks}&nbsp;Grundangriffe heilen dich in Höhe des verursachten Schadens.,I successivi {stacks} attacchi base che esegui ti curano per la quantità di danno alla salute che infliggono.,Seus próximos {stacks} ataques básicos curam você de forma equivalente ao dano à saúde causado.,你接下來的 {stacks} 次普通攻擊會治療你，治療量等於所造成的生命傷害。
