KEY,en,notes,sp,fr,de,it,pt-br,zh
ENEMY_WAGGLE_NAME,搖擺,,Vaivén,Frétillo,Wackli,Dondolone,Abano,搖擺
ENEMY_WAGGLE_DESC,"近戰攻擊者。
將敵方召喚獸和低生命值的盟友變成搖擺！",,"Atacante cuerpo a cuerpo.
¡Transforma a los familiares enemigos y a los aliados con poca salud en vaivenes!","Attaque au corps à corps.
Change les familiers ennemis et les alliés à faible PV en frétillos&nbsp;!","Nahkämpfer.
Verwandelt gegnerische Begleiter und Verbündete mit wenig LP in Wacklis!","Specialista del corpo a corpo.
Trasforma i famigli nemici e gli alleati con poca salute in Dondoloni!","Agressor corpo-a-corpo.
Transforma familiares inimigos e aliados com saúde baixa em abanos.","近戰攻擊者。
將敵方召喚獸和低生命值的盟友變成搖擺！"
ENEMY_3X3WAGGLE_DESC,神聖他媽的該死,Keeping this?,PUTA MIERDA,BORDEL DE MERDE,HEILIGE VERDAMMTE SCHEIẞE,PORCA DI QUELLA PUTTANA,PUTA QUE PARIU,神聖他媽的該死
ENEMY_HALFRAT_NAME,半鼠,,Medio rata,Mi-rat,Halbratte,Mezzo-Ratto,Meio-Rato,半鼠
ENEMY_HALFRAT_DESC,進行連鎖衝刺攻擊。,,Lanza un ataque relámpago encadenado.,Effectue une attaque impulsée en chaîne.,Führt einen Mehrfachansturm aus.,Esegue un attacco in scatto concatenato.,Realiza um ataque de impulso encadeado.,進行連鎖衝刺攻擊。
ENEMY_GAMETE_NAME,配子,,Gameto,Gamète,Gamet,Gamete,Gamete,配子
ENEMY_GAMETE_DESC,生成隨機單位。,,Genera unidades al azar.,Invoque des unités aléatoires.,Lässt zufällige Einheiten erscheinen.,Genera unità casuali.,Gera unidades aleatórias.,生成隨機單位。
ENEMY_HALFDOG_NAME,半狗,,Medio perro,Mi-chien,Halbhund,Mezzo-Cane,Meio-Cão,半狗
ENEMY_HALFDOG_DESC,"具有擊退效果的跳躍攻擊。
受到傷害時會朝面向方向跳躍攻擊。",,"Lanza un ataque con salto que inflige retroceso.
Ataca en la dirección hacia la que mira al sufrir daño.","Son attaque sautée inflige Recul.
Effectue des attaques sautées dans la direction qu'il regarde quand il est touché.","Hat einen Sprungangriff mit Rückstoß.
Springt in die Richtung, in die er blickt, wenn er Schaden erleidet.","Possiede un attacco in salto con Contraccolpo.
Attacca in salto nella direzione in cui è rivolto quando subisce danno.","Possui um ataque de salto com empurrão.
Realiza um ataque de salto na direção para a qual está virado ao sofrer dano.","具有擊退效果的跳躍攻擊。
受到傷害時會朝面向方向跳躍攻擊。"
ENEMY_CATHUMAN_NAME,半人類 λ,,Medio humano λ,Mi-humain λ,Halbmensch λ,Mezzo-Umano λ,Meio-Humano λ,半人類 λ
ENEMY_CATHUMAN_DESC,"生成小貓。
近戰攻擊會造成傷害。
能嚎叫使單位無法行動。",,"Genera gatitos.
Su ataque cuerpo a cuerpo inflige lesiones.
Puede aullar para inmovilizar a las unidades.","Invoque des chatons.
Son attaque au corps à corps inflige des blessures.
Inflige Immobilisation en «&nbsp;miaulant&nbsp;».","Lässt Kätzchen erscheinen.
Sein Nahkampfangriff verursacht Verletzungen.
Kann heulen, um Einheiten bewegungsunfähig zu machen.","Genera Gattini.
Il suo attacco corpo a corpo infligge ferite.
Può ululare per infliggere Immobilizzazione alle unità.","Gera gatinhos.
Seu ataque corpo-a-corpo aplica ferimentos.
Pode uivar para imobilizar unidades.","生成小貓。
近戰攻擊會造成傷害。
能嚎叫使單位無法行動。"
ENEMY_HUMANCAT_NAME,半人類 δ,,Medio humano δ,Mi-humain δ,Halbmensch δ,Mezzo-Umano δ,Meio-Humano δ,半人類 δ
ENEMY_HUMANCAT_DESC,近戰攻擊者，會使敵人無法行動。除非從人類一側攻擊，否則可能會閃避攻擊。,,Este atacante cuerpo a cuerpo inmoviliza a las unidades. Esquiva los ataques que no provengan del costado humano.,Attaque au corps à corps qui inflige Immobilisation. Esquive les attaques excepté si elles viennent du côté humain.,"Nahkämpfer, der Einheiten bewegungsunfähig macht. Kann Angriffen ausweichen, es sei denn, seine menschliche Seite wird angegriffen.","Specialista del corpo a corpo che infligge Immobilizzazione. Può schivare gli attacchi, a meno che l'attacco non venga portato dal lato della sua parte umana.",Agressor corpo-a-corpo que imobiliza. Pode se esquivar de ataques se não for atacado pelo lado humano.,近戰攻擊者，會使敵人無法行動。除非從人類一側攻擊，否則可能會閃避攻擊。
ENEMY_HUMANCAT2_DESC,具有擊退效果的旋轉攻擊。,,Lanza un ataque giratorio con retroceso.,Son attaque tournoyante inflige Recul.,Hat einen Wirbelangriff mit Rückstoß.,Possiede un attacco rotante con Contraccolpo.,Possui um ataque giratório com empurrão.,具有擊退效果的旋轉攻擊。
ENEMY_COPBOT_NAME,警察機器人,,Policop,Roboflic,Polizeibot,Bot Poliziotto,Bot Policial,警察機器人
ENEMY_COPBOT_DESC,近戰攻擊者。會射擊攻擊其盟友的敵人。,,Este atacante cuerpo a cuerpo dispara a los enemigos que infligen daño a sus aliados.,Attaque au corps à corps. Tire sur les ennemis qui attaquent ses alliés.,"Nahkämpfer. Schießt auf Gegner, die seinen Verbündeten Schaden zufügen.",Specialista del corpo a corpo. Spara ai nemici che infliggono danno ai suoi alleati.,Agressor corpo-a-corpo. Atira contra inimigos que causam dano contra seus aliados.,近戰攻擊者。會射擊攻擊其盟友的敵人。
ENEMY_DRDITTO_NAME,迪託博士,,Dr. Ditto,Dr Sansâme,Dr. Ditto,Dottor Ditto,Dr. Ditto,迪託博士
ENEMY_DRDITTO_DESC,"發射爆炸火箭，擊中區域內的隨機格子。
回合開始時使附近單位產生恐懼。
身體在回合結束時復活。",,"Dispara cohetes explosivos que golpean una casilla al azar en un área.
Inflige miedo a las unidades cercanas al inicio del turno.
El cadáver resucita al final de la ronda.","Lance des roquettes explosives qui touchent une case aléatoire dans une zone donnée.
Inflige Peur aux unités proches au début de son tour.
Son corps est réanimé en fin de manche.","Verschießt explosive Raketen, die zufällige Felder in einem bestimmten Bereich treffen.
Verursacht Angst bei Einheiten, die sich am Anfang seines Zuges in seiner Nähe befinden.
Wird am Ende der Runde wiederbelebt.","Spara razzi esplosivi che colpiscono caselle casuali all'interno di un'area.
Infligge Paura alle unità vicine all'inizio del suo turno.
Il suo corpo si rianima al termine del round.","Dispara foguetes explosivos que acertam um espaço aleatório em uma área.
Aplica medo em unidades próximas no início de seu turno.
Seu corpo revive no final da rodada.","發射爆炸火箭，擊中區域內的隨機格子。
回合開始時使附近單位產生恐懼。
身體在回合結束時復活。"
ENEMY_POISONFROG_NAME,毒蛙,,Rana venenosa,Grenouille venimeuse,Giftfrosch,Rana Velenosa,Sapo Venenoso,毒蛙
ENEMY_POISONFROG_DESC,,,,,,,,
ENEMY_MEGAMUTANT_NAME,超級變種人,,Megamutante,Méga mutant,Megamutant,Mega Mutante,Mega Mutante,超級變種人
ENEMY_MEGAMUTANT_DESC,"在回合開始時，對相鄰單位進行帶有擊退10的近戰攻擊。
執行一記直線長距離震擊攻擊。
如果能接近單位，則可抓取並秒殺。
受到傷害後獲得+99格擋，持續到下一回合。",its not +99 anymore is it?,"Ataca cuerpo a cuerpo a las unidades adyacentes con 10 de retroceso al inicio del turno.
Lanza un ataque recto con temblor a larga distancia.
Agarra a las unidades que tiene al alcance y las mata al instante.
Al sufrir daño, obtiene +99 de refuerzo hasta el siguiente turno.","Attaque les unités adjacentes avec Recul +10&nbsp;au début de son tour.
Génère un séisme en ligne droite de longue portée.
Peut attraper et tuer sur le coup les unités à sa portée.
Bénéficie de Garde +99&nbsp;jusqu'à son prochain tour quand il est touché.","Greift am Anfang seines Zuges benachbarte Einheiten mit Rückstoß&nbsp;10 an.
Kann ein gerades, weitreichendes Erdbeben beschwören.
Kann Einheiten packen und sofort töten, wenn sie sich in Reichweite befinden.
Erhält bis zu seinem nächsten Zug +99&nbsp;Wappnen, wenn er Schaden erleidet.","Esegue un attacco corpo a corpo con Contraccolpo 10 sulle unità adiacenti all'inizio del suo turno.
Esegue un attacco sismico frontale a lunga distanza.
Può afferrare e uccidere le unità istantaneamente se riesce a raggiungerle.
Quando subisce danno, ottiene +99 Guardia fino al suo prossimo turno.","Realiza ataques corpo-a-corpo com empurrão 10 em unidades adjacentes no início de seu turno.
Realiza um ataque de terremoto de longo alcance em linha reta.
Pode agarrar e matar instantaneamente unidades se puder alcançá-las.
Obtém +99 de preparação até o próximo turno ao sofrer dano.","在回合開始時，對相鄰單位進行帶有擊退10的近戰攻擊。
執行一記直線長距離震擊攻擊。
如果能接近單位，則可抓取並秒殺。
受到傷害後獲得+99格擋，持續到下一回合。"
ENEMY_CAVEMAN_NAME,穴居人,,Cavernícola,Homme des cavernes,Höhlenmensch,Cavernicolo,Homem das Cavernas,穴居人
ENEMY_CAVEMAN_DESC,"擁有多段近戰攻擊。
討厭貓！",,"Lanza un ataque cuerpo a cuerpo que golpea varias veces.
¡Odia los gatos!","Attaque multiple au corps à corps.
A horreur des chats&nbsp;!","Hat einen mehrfach treffenden Nahkampfangriff.
Hasst Katzen!","Possiede un attacco corpo a corpo multiplo.
Odia i gatti!","Possui um ataque corpo-a-corpo multigolpes.
Odeia gatos!","擁有多段近戰攻擊。
討厭貓！"
ENEMY_CAVEBABY_NAME,穴居人寶寶,,Bebé cavernícola,Bébé des cavernes,Höhlenbaby,Bebè Cavernicolo,Bebê Homem das Cavernas,穴居人寶寶
ENEMY_CAVEBABY_DESC,擁有帶有吸血效果的近戰攻擊。尋找食物。達到滿生命值時會成長。,,Lanza un ataque cuerpo a cuerpo con robavida. Busca comida. Crece cuando tiene la salud al completo.,Son attaque au corps à corps inflige Vol de vie. Cherche de la nourriture. Grandit quand il atteint ses PV max.,"Hat einen Nahkampfangriff, der Leben absaugt. Ist auf Futtersuche. Wird erwachsen, wenn es volle LP erreicht.",Possiede un attacco corpo a corpo con Rubavita. Cerca cibo. Cresce una volta raggiunta la salute massima.,Possui um ataque corpo-a-corpo com roubo de vida. Busca comida. Cresce ao atingir a saúde total.,擁有帶有吸血效果的近戰攻擊。尋找食物。達到滿生命值時會成長。
ENEMY_CAVEMANMAN_NAME,穴居人男子,,Cavernícola macho,Homme des cavernes,Höhlenmensch (Männlich),Uomo Cavernicolo,Homem das Cavernas Homem,穴居人男子
ENEMY_CAVEMANMAN_DESC,"擁有多段近戰攻擊。會嘗試撿起長矛。
討厭貓！",,"Lanza un ataque cuerpo a cuerpo que golpea varias veces. Intenta recoger lanzas.
¡Odia los gatos!","Attaque multiple au corps à corps. Tente de ramasser des lances.
A horreur des chats&nbsp;!","Hat einen mehrfach treffenden Nahkampfangriff. Wird versuchen, Speere zu sammeln.
Hasst Katzen!","Possiede un attacco corpo a corpo multiplo. Cerca di raccogliere le lance.
Odia i gatti!","Possui um ataque corpo-a-corpo multigolpes. Tenta pegar lanças.
Odeia gatos!","擁有多段近戰攻擊。會嘗試撿起長矛。
討厭貓！"
ENEMY_SPEARCAVEMAN_NAME,穴居人男子,,Cavernícola macho,Homme des cavernes,Höhlenmensch (Männlich),Uomo Cavernicolo,Homem Homem das Cavernas,穴居人男子
ENEMY_SPEARCAVEMAN_DESC,"可以投擲長矛造成眩暈。
討厭貓！",,"Arroja la lanza para aturdir.
¡Odia los gatos!","Peut lancer sa lance pour infliger Étourdissement.
A horreur des chats&nbsp;!","Kann seinen Speer werfen, um Betäubung zu verursachen.
Hasst Katzen!","Può lanciare la sua lancia per infliggere Stordimento.
Odia i gatti!","Pode jogar sua lança para aplicar atordoamento.
Odeia gatos!
","可以投擲長矛造成眩暈。
討厭貓！"
ENEMY_CAVEMANWOMAN_NAME,穴居人女性,,Cavernícola hembra,Femme des cavernes,Höhlenmensch (Weiblich),Donna Cavernicola,Mulher Homem das Cavernas,穴居人女性
ENEMY_CAVEMANWOMAN_DESC,"會使用貓作爲武器。
懷孕中！",,"Usa los gatos a modo de arma.
¡Está embarazada!","Utilise les chats comme des armes.
Enceinte&nbsp;!","Benutzt Katzen als Waffe.
Sie ist schwanger!","Usa i gatti come armi.
Incinta!","Usa gatos como armas.
Grávida!","會使用貓作爲武器。
懷孕中！"
ENEMY_CAVEMANWOMAN2_NAME,穴居人女性,,Cavernícola hembra,Femme des cavernes,Höhlenmensch (Weiblich),Donna Cavernicola,Mulher Homem das Cavernas,穴居人女性
ENEMY_CAVEMANWOMAN2_DESC,"會使用貓作爲武器。
懷孕中！",,"Usa los gatos a modo de arma.
¡Está embarazada!","Utilise les chats comme des armes.
Enceinte&nbsp;!","Benutzt Katzen als Waffe.
Sie ist schwanger!","Usa i gatti come armi.
Incinta!","Usa gatos como armas.
Grávida!","會使用貓作爲武器。
懷孕中！"
ENEMY_WEREMAN_NAME,狼人,,Hombre lobo,Homme-garou,Wermensch,Uomo Mannaro,Cavernoso,狼人
ENEMY_WEREMAN_DESC,"擁有多段近戰攻擊。
會跳躍攻擊範圍內的單位。
討厭穴居人！",,"Lanza un ataque cuerpo a cuerpo que golpea varias veces.
Salta y ataca a las unidades que tiene al alcance.
¡Odia a los cavernícolas!","Attaque multiple au corps à corps.
Tente une attaque sautée sur les unités à portée.
A horreur des hommes des cavernes&nbsp;!","Hat einen mehrfach treffenden Nahkampfangriff.
Springt Einheiten in Reichweite an.
Hasst Höhlenmenschen!","Possiede un attacco corpo a corpo multiplo.
Esegue un attacco in salto contro le unità all'interno del suo raggio.
Odia i Cavernicoli!","Possui um ataque corpo-a-corpo multigolpes.
Realiza um ataque de salto contra unidades dentro do alcance.
Odeia homens das cavernas!","擁有多段近戰攻擊。
會跳躍攻擊範圍內的單位。
討厭穴居人！"
ENEMY_CAVEMANCHIEF_NAME,穴居人酋長,,Jefe cavernícola,Chef des cavernes,Höhlenhäuptling,Capo Cavernicolo,Chefe Homem das Cavernas,穴居人酋長
ENEMY_CAVEMANCHIEF_DESC,"其近戰攻擊會造成眩暈。
對生命值10或以下的敵人施以致命一擊。
提升其類人生物盟友的能力。
討厭貓！",,"Su ataque cuerpo a cuerpo inflige aturdimiento.
Asesta golpes letales a los enemigos con 10 PS o menos.
Otorga ventajas a los aliados humanoides.
¡Odia los gatos!","Son attaque au corps à corps inflige Étourdissement.
Achève les ennemis avec 10&nbsp;PV ou moins, en priorité.
Confère un bonus à ses alliés humanoïdes.
A horreur des chats&nbsp;!","Sein Nahkampfangriff verursacht Betäubung.
Tötet bevorzugt Gegner mit 10 oder weniger LP.
Stärkt seine menschlichen Verbündeten.
Hasst Katzen!","Il suo attacco corpo a corpo infligge Stordimento.
Cerca di effettuare colpi letali contro i nemici con 10 o meno PS.
Potenzia i suoi alleati umanoidi.
Odia i gatti!","Seu ataque corpo-a-corpo aplica atordoamento. Busca golpes finais contra inimigos com 10 ou menos PV.
Aplica fortalecimentos em aliados humanoides.
Odeia gatos!","其近戰攻擊會造成眩暈。
對生命值10或以下的敵人施以致命一擊。
提升其類人生物盟友的能力。
討厭貓！"
ENEMY_YETI_NAME,雪人,,Yeti,Yéti,Yeti,Yeti,Yeti,雪人
ENEMY_YETI_DESC,擁有三連擊的近戰攻擊和近距離冰凍攻擊。,,Lanza un ataque cuerpo a cuerpo que golpea tres veces y un ataque a corta distancia que inflige congelación.,Dispose d'une attaque triple au corps à corps et une attaque à courte portée qui inflige Gel.,"Hat einen dreifach treffenden Nahkampfangriff und einen Nahkampfangriff, der Frost verursacht.",Possiede un attacco corpo a corpo da tre colpi e un attacco ravvicinato di tipo congelante.,Possui um ataque corpo-a-corpo triplo e um ataque de curta distância de congelamento.,擁有三連擊的近戰攻擊和近距離冰凍攻擊。
ENEMY_FUZZER_NAME,模糊者,,Blandiflop,Duvet,Wolli,Pelosone,Penugeiro,模糊者
ENEMY_FUZZER_DESC,"近戰攻擊者，造成混亂狀態，然後逃跑。接觸該單位的單位會獲得混亂狀態。
每當敵人因混亂狀態自我傷害時，會恢復生命值。",,"Este atacante cuerpo a cuerpo inflige confusión y luego huye. Las unidades que entran en contacto reciben confusión.
Recupera PS cuando un enemigo se autoinflige daño con confusión.","Attaquant au corps à corps qui inflige Confusion, puis s'enfuit. Les unités qui entrent en contact avec subissent Confusion.
Se soigne chaque fois qu'un ennemi subit des dégâts à cause de Confusion.","Nahkämpfer, der Verwirrung verursacht und anschließend wegrennt. Einheiten, die ihn berühren, erleiden Verwirrung.
Heilt sich immer, wenn ein Gegner sich durch Verwirrung selbst verletzt.","Specialista del corpo a corpo che infligge Confusione per poi fuggire. Le unità che vi entrano in contatto ottengono Confusione.
Cura tutti gli alleati che si auto-infliggono danno a causa di Confusione.","Agressor corpo-a-corpo que aplica confusão e foge. Unidades que entram em contato sofrem confusão.
Cura-se sempre que um inimigo causa dano a si mesmo com a confusão.","近戰攻擊者，造成混亂狀態，然後逃跑。接觸該單位的單位會獲得混亂狀態。
每當敵人因混亂狀態自我傷害時，會恢復生命值。"
ENEMY_WOOLYMAMMOTH_NAME,毛象,,Mamut lanudo,Mammouth laineux,Wollhaarmammut,Mammut Lanoso,Mamute Lanoso,毛象
ENEMY_WOOLYMAMMOTH_DESC,"擁有將單位擊飛的近戰攻擊和衝刺攻擊。
開始回合時會使相鄰單位受到瘀傷和擊退效果。
踐踏。",,"Su ataque cuerpo a cuerpo lanza a las unidades por los aires. También lanza ataques relámpago.
Inflige moratón y retroceso a las unidades adyacentes al inicio del turno.
Pisotón.","Son attaque au corps à corps projette les unités en l'air. Dispose aussi d'une attaque impulsée.
Inflige Contusion et Recul aux unités adjacentes au début de son tour.
Piétinement.","Hat einen Nahkampfangriff, der Einheiten in die Luft stößt, und einen Ansturmangriff.
Verursacht am Anfang seines Zuges Beulen und Rückstoß bei benachbarten Einheiten.
Trampel.","Possiede un attacco corpo a corpo che lancia tutte le unità in aria, e un attacco in scatto.
Infligge Livido e Contraccolpo a tutte le unità adiacenti all'inizio del suo turno.
Calpestamento.","Possui um ataque corpo-a-corpo que lança unidades no ar e um ataque de impulso.
Aplica contusão e empurra unidades adjacentes no início de seu turno.
Atropelamento.","擁有將單位擊飛的近戰攻擊和衝刺攻擊。
開始回合時會使相鄰單位受到瘀傷和擊退效果。
踐踏。"
ENEMY_BUNGACHAMP_NAME,邦加的冠軍,,Adalid de Bunga,Champion de Bunga,Bungas Champion,Campione di Bunga,Campeão de Bunga,邦加的冠軍
ENEMY_BUNGACHAMP_DESC,邦加領主的得力干將之一！,,¡Es uno de los mejores hombres del Jefe Bunga!,L'un des meilleurs éléments de Seigneur Bunga&nbsp;!,Einer der besten Krieger von Lord Bunga!,Uno dei migliori uomini di Lord Bunga!,Um dos prediletos de Lorde Bunga!,邦加領主的得力幹將之一！
ENEMY_TREX_NAME,霸王龍,,Tiranosaurio rex,Tyrannosaure,T-Rex,T-Rex,T-Rex,霸王龍
ENEMY_TREX_DESC,"會尋找最後攻擊它的單位並嘗試吞噬它。
回合結束時踩踏並使相鄰單位陷入無法移動狀態。
踐踏。",,"Busca a la última unidad que le ha infligido daño para zampársela.
Pisotea e inmoviliza a las unidades adyacentes al final del turno.
Pisotón.","Cherche la dernière unité qui l'a blessé et tente de la dévorer.
Piétine et inflige Immobilisation aux unités adjacentes à la fin de son tour.
Piétinement.","Sucht die letzte Einheit, die ihm Schaden zugefügt hat und versucht sie zu fressen.
Tritt benachbarte Einheiten am Ende seines Zuges und macht sie bewegungsunfähig.
Trampel.","Dà la caccia all'ultima unità che gli ha inflitto danno e cerca di mangiarla.
Carica e infligge Immobilizzazione alle unità adiacenti alla fine del suo turno.
Calpestamento.","Busca a última unidade que lhe causou dano e tenta comê-la.
Realiza um pisão e aplica imobilidade em unidades adjacentes no final de seu turno.
Atropelamento.","會尋找最後攻擊它的單位並嘗試吞噬它。
回合結束時踩踏並使相鄰單位陷入無法移動狀態。
踐踏。"
ENEMY_STEGOSAURUS_NAME,劍龍,,Estegosaurio,Stégosaure,Stegosaurus,Stegosauro,Estegossauro,劍龍
ENEMY_STEGOSAURUS_DESC,"回合開始時進行旋轉攻擊。
會尋找草食用。
會反擊從背後攻擊它的單位。
踐踏。",,"Lanza un ataque giratorio al inicio del turno.
Busca hierba para comérsela.
Contrataca a las unidades que lo atacan por la espalda.
Pisotón.","Effectue une attaque tournoyante au début de son tour.
Cherche de l'herbe à consommer.
Contre-attaque les unités qui l'attaquent par derrière.
Piétinement.","Führt am Anfang seines Zuges einen Wirbelangriff aus.
Sucht nach Gras zum Fressen.
Kontert Einheiten, die ihn von hinten angreifen.
Trampel.","Esegue un attacco rotante all'inizio del suo turno.
Cerca erba da consumare.
Contrattacca le unità che lo attaccano da dietro.
Calpestamento.","Realiza um ataque giratório no início de seu turno.
Busca grama para consumir.
Contra-ataca unidades que o atacam por trás.
Atropelamento.","回合開始時進行旋轉攻擊。
會尋找草食用。
會反擊從背後攻擊它的單位。
踐踏。"
ENEMY_TRICERATOPS_NAME,三角龍,,Tricerátops,Tricératops,Triceratops,Triceratopo,Tricerátops,三角龍
ENEMY_TRICERATOPS_DESC,"擁有衝刺攻擊。
反擊傷害它的單位並將其擲向後方。
踐踏。",,"Lanza un ataque relámpago.
Contrataca a las unidades que le infligen daño y las lanza hacia atrás.
Pisotón.","Dispose d'une attaque impulsée.
Contre-attaque les unités qui le touchent et les projette en arrière.
Piétinement.","Hat einen Ansturmangriff.
Kontert Einheiten, die ihm Schaden zufügen und schleudert sie zurück.
Trampel.","Possiede un attacco in scatto.
Contrattacca le unità che gli infliggono danno e le scaglia all'indietro.
Calpestamento.","Possui um ataque de impulso.
Contra-ataca unidades que lhe causam dano e as joga para trás.
Atropelamento.","擁有衝刺攻擊。
反擊傷害它的單位並將其擲向後方。
踐踏。"
ENEMY_PTERODACTYL_NAME,翼龍,,Pterodáctilo,Ptérodactyle,Pterodactylus,Pterodattilo,Pterodáctilo,翼龍
ENEMY_PTERODACTYL_DESC,"會撿起貓並啄它們。
飛行。",,"Recoge gatos y les arrea picotazos.
Vuela.","Attrape les chats et les picore.
Vol.","Hebt Katzen auf und greift sie mit seinem Schnabel an.
Fliegt.","Raccoglie i gatti e li becca.
Vola.","Captura gatos e ataca com bicadas.
Voador.","會撿起貓並啄它們。
飛行。"
ENEMY_PREHISTORICPOOTER_NAME,史前放屁者,,Moscón prehistórico,Mouche préhistorique,Prähistorischer Pupser,Puzzone Preistorico,Pooter Pré-Histórico,史前放屁者
ENEMY_PREHISTORICPOOTER_DESC,"其遠程攻擊會造成眩暈效果。
飛行。",,"Su ataque a distancia inflige aturdimiento.
Vuela.","Son attaque à distance inflige Étourdissement.
Vol.","Sein Fernkampfangriff verursacht Betäubung.
Fliegt.","Il suo attacco a distanza infligge Stordimento.
Vola.","Seu ataque à distância aplica atordoamento.
Voador.","其遠程攻擊會造成眩暈效果。
飛行。"
ENEMY_DINONEST_NAME,恐龍巢,,Dinonido,Nid de dino,Dinosauriernest,Nido di Dinosauro,Ninho de Dinossauros,恐龍巢
ENEMY_DINONEST_DESC,生成幼年迅猛龍。,,Genera crías de velocirraptores.,Invoque des bébés raptors.,Lässt Babyraptoren erscheinen.,Genera piccoli di Raptor.,Gera raptors bebês.,生成幼年迅猛龍。
ENEMY_FATMAN_NAME,超級人,"enemies in the ""nazi robot future"" area have Germanglish names (german-english nonsense). These either shouldnt be translated, or you can hybridize them swapping the other language for the english portions (Ex, Überhombre). I'll comment the pun in the notes field",Übermacho,Übermonsieur,Übermann,Überuomo,Überhomem,超級人
ENEMY_FATMAN_DESC,"具有擊退效果的近戰攻擊者。
反射投射物。接觸它的單位會被擊退。
踐踏。",,"Atacante cuerpo a cuerpo con retroceso.
Devuelve los proyectiles. Las unidades que entran en contacto retroceden.
Pisotón.","Attaque au corps à corps avec Recul.
Renvoie les projectiles. Les unités qui le touchent sont repoussées.
Piétinement.","Nahkämpfer mit Rückstoß.
Reflektiert Geschosse. Einheiten, die ihn berühren, werden zurückgestoßen.
Trampel.","Specialista del corpo a corpo con Contraccolpo.
Riflette i proiettili. Le unità che vi entrano in contatto vengono respinte.
Calpestamento.","Agressor corpo-a-corpo com empurrão.
Reflete projéteis. Unidades que entram em contato são empurradas para trás.
Atropelamento.","具有擊退效果的近戰攻擊者。
反射投射物。接觸它的單位會被擊退。
踐踏。"
ENEMY_FATWOMAN_NAME,Überwoman,,Überhembra,Überdame,Überfrau,Überdonna,Übermulher,Überwoman
ENEMY_SCHUTZBOT_NAME,Schutzbot,"(""Shoots Bot"" cause he shoots stuff)",Schutzbot,Schutzbot,Schutzbot,Sparabotten,Schutzbot,Schutzbot
ENEMY_SCHUTZBOT_DESC,"遠程攻擊者，彈藥有限。
攻擊傷害其盟友的敵人。
用完剩餘彈藥後，回合結束時重新裝填。
每回合反跳一次攻擊。",,"Atacante a distancia con munición limitada.
Dispara a los enemigos que infligen daño a sus aliados.
Gasta el resto de la munición y recarga al final del turno.
Realiza un mortal hacia atrás en un ataque por turno.","Attaque à distance avec des munitions limitées.
Tire sur les ennemis qui infligent des dégâts à ses alliés.
Dépense le reste de ses munitions et recharge à la fin de son tour.
Effectue un Salto arrière pour esquiver une attaque par tour.","Fernkämpfer mit begrenzter Munition.
Schießt auf Gegner, die seinen Verbündeten Schaden zufügen.
Verbraucht am Ende des Zuges den Rest seiner Munition und lädt nach.
Führt bei einem Angriff pro Zug einen Rückwärtssalto aus.","Specialista dell'attacco a distanza con munizioni limitate.
Spara ai nemici che infliggono danno ai suoi alleati.
Alla fine del suo turno consuma il resto delle munizioni e ricarica.
Schiva con un salto mortale all'indietro un attacco per turno.","Agressor corpo-a-corpo com munição limitada.
Dispara contra inimigos que causam dano a seus aliados.
Gasta o resto de sua munição e recarrega no final de seu turno.
Realiza um ataque com mortal para trás por turno.","遠程攻擊者，彈藥有限。
攻擊傷害其盟友的敵人。
用完剩餘彈藥後，回合結束時重新裝填。
每回合反跳一次攻擊。"
ENEMY_HANGERBOT_NAME,Hängenbot,"(""Hanger Bot"")",Hängenbot,Hängenbot,Hängerbot,Bot Pendenten,Hängenbot,Hängenbot
ENEMY_HANGERBOT_DESC,"其近戰攻擊會造成短路。
受傷時撤退。
生成入侵者。",,"Su ataque cuerpo a cuerpo inflige cortocircuito.
Se retira al sufrir daño.
Genera invasores.","Son attaque au corps à corps inflige Court-circuit.
Se rétracte quand il subit des dégâts.
Invoque des envahisseurs.","Sein Nahkampfangriff verursacht Kurzschluss.
Zieht sich zurück, wenn er Schaden erleidet.
Lässt Eindringlinge erscheinen.","Il suo attacco corpo a corpo infligge Corto Circuito.
Si ritrae quando subisce danno.
Genera Invasori.","Seu ataque corpo-a-corpo aplica curto-circuito.
Retrai ao sofrer dano.
Gera invasores.","其近戰攻擊會造成短路。
受傷時撤退。
生成入侵者。"
ENEMY_HANGERBOT_CHARMED_NAME,Hängenbot friend,,Hängenbot aliado,Hängenbot amical,Hängerbotfreund,Amico del Bot Pendenten,Amigo de Hängenbot,Hängenbot friend
ENEMY_DOKTORBOT_NAME,Doktorbot,Doctor Bot,Doktorbot,Doktorbot,Doktorbot,Doktorbot,Doktorbot,Doktorbot
ENEMY_DOKTORBOT_DESC,"治療其盟友並給予隨機增益。
生成入侵者。
收集拾取物。",,"Cura a los aliados y les otorga ventajas al azar.
Genera invasores.
Se lleva recogibles.","Soigne ses alliés et leur confère des bonus aléatoires.
Invoque des envahisseurs.
Ramasse les ressources.","Heilt seine Verbündeten und verleiht ihnen zufällige Stärkungen.
Lässt Eindringlinge erscheinen.
Sammelt Gegenstände ein.","Cura i suoi alleati e fornisce loro bonus casuali.
Genera Invasori.
Prende raccoglibili.","Cura aliados e concede fortalecimentos aleatórios.
Gera invasores.
Pega coletáveis.","治療其盟友並給予隨機增益。
生成入侵者。
收集拾取物。"
ENEMY_KRUGHEAD_NAME,Krughead,jar head,Cabezakrug,Bierkopf,Krugkopf,Testa in Barattolen,Cabeça de Jarro,Krughead
