KEY,en,notes,sp,fr,de,it,pt-br,zh
WORLDEVENT_PARTY_HEAL_PERCENT,The entire party healed {amount}% health.,,Todo el grupo ha recuperado un {amount} % de salud.,L'équipe entière a récupéré {amount}&nbsp;% de PV.,Die gesamte Gruppe wurde um {amount}&nbsp;% geheilt.,L'intero gruppo ha recuperato un {amount}% di salute.,Todo o grupo curou {amount}% de saúde.,整個隊伍回覆了 {amount}% 生命值。
WORLDEVENT_CHANGE_STATS,{Catname} got {statchanges},"{statchanges} is icons and no actual text. Will look like ""Fluffy got +1[img:str], -1[img:con]"" in context
",{Catname} ha recibido {statchanges}.,{Catname} a obtenu {statchanges},{Catname} erhält {statchanges},{Catname} ha ottenuto {statchanges},{Catname} obteve {statchanges},{Catname} 獲得了 {statchanges}
WORLDEVENT_CHANGE_STATS_M,,,,,,,,
WORLDEVENT_CHANGE_STATS_F,,,,,,,,
WORLDEVENT_CHANGE_STATS_N,,,,,,,,
WORLDEVENT_GREW_OLD,{Catname} has grown old and tired!,,¡{Catname} se ha hecho mayor y ya no tiene fuerzas!,{Catname} est devenu vieux et épuisé&nbsp;!,{Catname} ist alt und gebrechlich geworden!,,{Catname} envelheceu!,{Catname} 變得又老又累了！
WORLDEVENT_GREW_OLD_M,,,,,,{Catname} è diventato vecchio e stanco!,,
WORLDEVENT_GREW_OLD_F,,,,,,{Catname} è diventata vecchia e stanca!,,
WORLDEVENT_GREW_OLD_N,,,,,,{Catname} soffre di vecchiaia e stanchezza!,,
WORLDEVENT_PARTY_GREW_OLD,The entire party has grown old and tired!,,¡Todo el grupo se ha hecho mayor y ya no tiene fuerzas!,L'équipe entière est devenue vieille et épuisée&nbsp;!,Die gesamte Gruppe ist alt und gebrechlich geworden!,L'intero gruppo è diventato vecchio e stanco!,Todo o grupo envelheceu!,整個隊伍變得又老又累了！
,,,,,,,,
HOUSE_INTERSTITIAL_STARVED,{Catname} starved to death!,,¡{Catname} se ha muerto de hambre!,{Catname} est mort de faim&nbsp;!,{Catname} ist verhungert!,,{Catname} morreu de fome!,{Catname} 因飢餓而死！
HOUSE_INTERSTITIAL_STARVED_M,,,,,,{Catname} è morto di fame!,,
HOUSE_INTERSTITIAL_STARVED_F,,,,,,{Catname} è morta di fame!,,
HOUSE_INTERSTITIAL_STARVED_N,,,,,,{Catname} ha cessato di vivere a causa della fame!,,
HOUSE_INTERSTITIAL_STARVING,"There is not enough food, some cats are starving.",,No hay comida suficiente; algunos gatos se están muriendo de hambre.,Nourriture insuffisante. Certains chats meurent de faim.,Du hast nicht genug Futter. Deine Katzen haben Hunger.,"Non c'è abbastanza cibo, alcuni gatti stanno morendo di fame.",Não há comida suficiente. Alguns gatos estão passando fome.,食物不足，一些貓在捱餓。
HOUSE_INTERSTITIAL_CANNIBALISM,Your cats are starving and have resorted to eating dead cats in order to survive!,,Tus gatos se están muriendo de hambre ¡y han tenido que comer gatos muertos para sobrevivir!,"Affamés, vos chats ont eu recours au cannibalisme pour rester en vie&nbsp;!","Deine Katzen haben Hunger und fressen tote Katzen, um zu überleben!",I tuoi gatti stanno morendo di fame e sono costretti a mangiare gatti morti per sopravvivere!,Seus gatos estão passando fome e começaram a comer gatos mortos para sobreviver!,你的貓們正在捱餓，爲了生存不得不喫死貓！
HOUSE_INTERSTITIAL_EATPOOP,Your cats are starving and have resorted to eating poop in order to survive!,,Tus gatos se están muriendo de hambre ¡y han tenido que comer caca para sobrevivir!,"Affamés, vos chats ont dû se résoudre à manger des excréments pour survivre&nbsp;!","Deine Katzen haben Hunger und fressen ihre Häufchen, um zu überleben!",I tuoi gatti stanno morendo di fame e sono costretti a mangiare cacca per sopravvivere!,Seus gatos estão passando fome e começaram a comer cocô para sobreviver!,你的貓們正在捱餓，爲了生存不得不喫屎！
HOUSE_INTERSTITIAL_BREED,{Catname1} {gendericon1} got it on with {Catname2} {gendericon2}...,,{Catname1} {gendericon1} se lo ha montado con {Catname2} {gendericon2}...,{Catname1} {gendericon1} a conclu avec {Catname2} {gendericon2}...,{Catname1}&nbsp;{gendericon1} treibt es mit {Catname2}&nbsp;{gendericon2}&nbsp;…,{Catname1} {gendericon1} ha iniziato a darsi da fare con {Catname2} {gendericon2}...,{Catname1} {gendericon1} mandou ver com {Catname2} {gendericon2}...,{Catname1} {gendericon1} 和 {Catname2} {gendericon2} 交配了...
HOUSE_INTERSTITIAL_BREED_PG,{Catname1} {gendericon1} got together with {Catname2} {gendericon2}...,,{Catname1} {gendericon1} se ha juntado con {Catname2} {gendericon2}...,{Catname1} {gendericon1} est passé à l'acte avec {Catname2} {gendericon2}...,{Catname1}&nbsp;{gendericon1} hat {Catname2}&nbsp;{gendericon2} ganz doll lieb&nbsp;…,{Catname1} {gendericon1} si sta divertendo con {Catname2} {gendericon2}...,{Catname1} {gendericon1} dormiu com {Catname2} {gendericon2}...,{Catname1} {gendericon1} 和 {Catname2} {gendericon2} 結合了...
HOUSE_INTERSTITIAL_BREED_RESULT_KITTEN,and made a kitten!,"these show up on a newline after the ""catname got it on with..."" string after a delay",¡y han tenido un gatito!,et ils ont eu un chaton&nbsp;!,und sie bekommen ein Kätzchen!,e ha generato un gattino!,e fez um filhote!,並生了一隻小貓！
HOUSE_INTERSTITIAL_BREED_RESULT_TWINS,and made two kittens!,,¡y han tenido dos gatitos!,et ils ont eu deux chatons&nbsp;!,und sie bekommen zwei Kätzchen!,e ha generato due gattini!,e fez dois filhotes!,並生了兩隻小貓！
HOUSE_INTERSTITIAL_BREED_RESULT_NONE,but no kitten was made.,,sin tener ningún gatito.,mais aucun chaton n'a été conçu.,aber sie bekommen kein Kätzchen.,ma non è nato nessun gattino.,mas nenhum filhote foi feito.,但是沒有生下小貓。
HOUSE_INTERSTITIAL_REJECTED,{Catname1} {gendericon1} wanted to get it on with {Catname2} {gendericon2}...,,"{Catname1} {gendericon1} quería montárselo con {Catname2} {gendericon2}...,",{Catname1} {gendericon1} avait envie de conclure avec {Catname2} {gendericon2}...,{Catname1}&nbsp;{gendericon1} will es mit {Catname2}&nbsp;{gendericon2} treiben&nbsp;…,{Catname1} {gendericon1} voleva darsi da fare con {Catname2} {gendericon2}...,{Catname1} {gendericon1} queria mandar ver com {Catname2} {gendericon2}...,{Catname1} {gendericon1} 想要和 {Catname2} {gendericon2} 交配...
HOUSE_INTERSTITIAL_REJECTED_PG,{Catname1} {gendericon1} wanted to get together with {Catname2} {gendericon2}...,,"{Catname1} {gendericon1} quería juntarse con {Catname2} {gendericon2}...,",{Catname1} {gendericon1} avait envie de passer à l'acte avec {Catname2} {gendericon2}...,{Catname1}&nbsp;{gendericon1} hat {Catname2}&nbsp;{gendericon2} ganz doll lieb&nbsp;…,{Catname1} {gendericon1} voleva accoppiarsi con {Catname2} {gendericon2}...,{Catname1} {gendericon1} queria dormir com {Catname2} {gendericon2}...,{Catname1} {gendericon1} 想要和 {Catname2} {gendericon2} 結合...
HOUSE_INTERSTITIAL_REJECTED2,but {Catname2} {gendericon2} wasn't into it.,,pero a {Catname2} {gendericon2} no le apetecía.,mais {Catname2} {gendericon2} n'était pas d'humeur.,aber {Catname2} {gendericon2} hat kein Interesse.,ma {Catname2} {gendericon2} non era dello stesso avviso.,mas {Catname2} {gendericon2} não estava com vontade.,但是 {Catname2} {gendericon2} 不感興趣。
HOUSE_INTERSTITIAL_FIGHT,{Catname1} started a fight with {Catname2}!,,¡{Catname1} se ha peleado con {Catname2}!,{Catname1} s'est battu avec {Catname2}&nbsp;!,{Catname1} kämpft mit {Catname2}!,{Catname1} ha iniziato a combattere con {Catname2}!,{Catname1} começou uma briga com {Catname2}!,{Catname1} 和 {Catname2} 打架了！
HOUSE_INTERSTITIAL_FIGHT_RESULT_WIN,{Catname} won the fight and was rewarded with {statchanges}!,,{Catname} ha ganado la pelea ¡y ha obtenido {statchanges}!,{Catname} a remporté le combat et a gagné {statchanges}&nbsp;!,{Catname} hat gewonnen und erhält {statchanges}!,{Catname} ha vinto il combattimento e ha ottenuto {statchanges} come ricompensa!,{Catname} ganhou a briga e obteve {statchanges}!,{Catname} 贏得了戰鬥並獲得了 {statchanges}！
HOUSE_INTERSTITIAL_FIGHT_RESULT_WIN_M,,,,,,,,
HOUSE_INTERSTITIAL_FIGHT_RESULT_WIN_F,,,,,,,,
HOUSE_INTERSTITIAL_FIGHT_RESULT_WIN_N,,,,,,,,
HOUSE_INTERSTITIAL_FIGHT_RESULT_TIE,There were no winners.,,No ha ganado nadie.,Aucun des deux n'en est sorti vainqueur.,Es gab keinen Gewinner.,Non ha vinto nessuno.,Ninguém venceu.,沒有贏家。
HOUSE_INTERSTITIAL_FIGHT_RESULT_INJURY,{Catname} suffered {injury}.,,{Catname} se ha lesionado: {injury}.,{Catname} a subi {injury}.,{Catname} erleidet: {injury}.,{Catname} ha subito la ferita '{injury}'.,{Catname} sofreu {injury}.,{Catname} 受了 {injury}。
HOUSE_INTERSTITIAL_FIGHT_RESULT_INJURY_M,,,,,,,,
HOUSE_INTERSTITIAL_FIGHT_RESULT_INJURY_F,,,,,,,,
HOUSE_INTERSTITIAL_FIGHT_RESULT_INJURY_N,,,,,,,,
HOUSE_INTERSTITIAL_FIGHT_RESULT_LOSE,"{Catname} got beat up, but was not permanently injured.",,"{Catname} se ha llevado una buena paliza, pero no ha sufrido ninguna lesión permanente.","{Catname} s'est fait passer à tabac, mais sans séquelles permanentes.","{Catname} hat verloren, wurde aber nicht weiter verletzt.","{Catname} le ha prese di brutto, ma non ha riportato ferite permanenti.","{Catname} levou uma surra, mas não sofreu ferimentos permanentes.",{Catname} 捱揍了，但沒有永久受傷。
HOUSE_INTERSTITIAL_FIGHT_RESULT_LOSE_M,,,,,,,,
HOUSE_INTERSTITIAL_FIGHT_RESULT_LOSE_F,,,,,,,,
HOUSE_INTERSTITIAL_FIGHT_RESULT_LOSE_N,,,,,,,,
HOUSE_INTERSTITIAL_FIGHT_RESULT_DIE,{Catname} died!,,¡{Catname} ha muerto!,{Catname} est mort&nbsp;!,{Catname} ist gestorben!,,{Catname} morreu!,{Catname} 死了！
HOUSE_INTERSTITIAL_FIGHT_RESULT_DIE_M,,,,,,{Catname} è morto!,,
HOUSE_INTERSTITIAL_FIGHT_RESULT_DIE_F,,,,,,{Catname} è morta!,,
HOUSE_INTERSTITIAL_FIGHT_RESULT_DIE_N,,,,,,{Catname} ha perso la vita!,,
HOUSE_INTERSTITIAL_MUTATION,{Catname} has evolved!,,¡{Catname} ha evolucionado!,{Catname} a évolué&nbsp;!,{Catname} hat sich entwickelt!,,{Catname} evoluiu!,{Catname} 進化了！
HOUSE_INTERSTITIAL_MUTATION_M,,,,,,{Catname} si è evoluto!,,
HOUSE_INTERSTITIAL_MUTATION_F,,,,,,{Catname} si è evoluta!,,
HOUSE_INTERSTITIAL_MUTATION_N,,,,,,{Catname} ha subito un'evoluzione!,,
HOUSE_INTERSTITIAL_CURE_DISORDER,{Catname} lost {disorder}!,,{Catname} ya no tiene esto: ¡{disorder}!,{Catname} ne subit plus {disorder}&nbsp;!,{Catname} leidet nicht mehr unter {disorder}!,{Catname} ha perso il disturbo '{disorder}'!,{Catname} não está mais sofrendo {disorder}!,{Catname} 失去了 {disorder}！
HOUSE_INTERSTITIAL_CURE_DISORDER_M,,,,,,,,
HOUSE_INTERSTITIAL_CURE_DISORDER_F,,,,,,,,
HOUSE_INTERSTITIAL_CURE_DISORDER_N,,,,,,,,
HOUSE_INTERSTITIAL_CURE_INJURY,{Catname's} {injury} was miraculously cured!,,{Catname} se ha recuperado milagrosamente de esto: ¡{injury}!,{Catname} a perdu {injury}&nbsp;!,{injury} von {Catname} wurde wie durch ein Wunder geheilt!,La ferita '{injury}' di {Catname} è miracolosamente guarita!,O ferimento {injury} de {Catname's} foi curado milagrosamente!,{Catname} 的 {injury} 奇蹟般地痊癒了！
HOUSE_INTERSTITIAL_CURE_INJURY_M,,,,,,,,
HOUSE_INTERSTITIAL_CURE_INJURY_F,,,,,,,,
HOUSE_INTERSTITIAL_CURE_INJURY_N,,,,,,,,
HOUSE_INTERSTITIAL_GAIN_DISORDER,{Catname} got {disorder}!,,{Catname} ha desarrollado esto: ¡{disorder}!,{Catname} a subi {disorder}&nbsp;!,{Catname} hat {disorder} erlitten!,{Catname} ha contratto il disturbo '{disorder}'!,{Catname} está sofrendo {disorder}!,{Catname} 得到了 {disorder}！
HOUSE_INTERSTITIAL_GAIN_DISORDER_M,,,,,,,,
HOUSE_INTERSTITIAL_GAIN_DISORDER_F,,,,,,,,
HOUSE_INTERSTITIAL_GAIN_DISORDER_N,,,,,,,,
HOUSE_INTERSTITIAL_BECOME_OLD,{Catname} has grown old and tired.,,{Catname} se ha hecho mayor y ya no tiene fuerzas.,{Catname} est devenu vieux et épuisé.,{Catname} ist alt und gebrechlich geworden.,,{Catname} envelheceu.,{Catname} 已經年老體衰。
HOUSE_INTERSTITIAL_BECOME_OLD_M,,,,,,{Catname} è invecchiato e stanco.,,
HOUSE_INTERSTITIAL_BECOME_OLD_F,,,,,,{Catname} è invecchiata e stanca.,,
HOUSE_INTERSTITIAL_BECOME_OLD_N,,,,,,{Catname} soffre a causa di vecchiaia e stanchezza.,,
HOUSE_INTERSTITIAL_DIE_OLD_AGE,{Catname} has died of old age.,,{Catname} era muy mayor y ha muerto.,{Catname} est mort de vieillesse.,{Catname} ist an Altersschwäche gestorben.,,{Catname} morreu de velhice.,{Catname} 因年老而去世。
HOUSE_INTERSTITIAL_DIE_OLD_AGE_M,,,,,,{Catname} è morto di vecchiaia.,,
HOUSE_INTERSTITIAL_DIE_OLD_AGE_F,,,,,,{Catname} è morta di vecchiaia.,,
HOUSE_INTERSTITIAL_DIE_OLD_AGE_N,,,,,,La vecchiaia ha avuto la meglio su {Catname}.,,
HOUSE_INTERSTITIAL_CALM,The night was calm. Nothing of significance occurred.,,La noche ha sido tranquila. No ha ocurrido nada destacable.,"La nuit se déroula paisiblement, sans que rien de notable ne se produise.",Die Nacht war ruhig. Es ist nichts Besonderes passiert.,La notte è stata tranquilla. Non è successo nulla di significativo.,A noite foi calma. Nada digno de nota ocorreu.,夜晚平靜。沒有發生任何重大事件。
HOUSE_INTERSTITIAL_BUTTON_OK,Ok,,Vale,OK,Ok,Ok,Ok,好的
HOUSE_INTERSTITIAL_BUTTON_CONTINUE,>>>,,>>>,>>>,>>>,>>>,>>>,繼續
HOUSEBOSS_COUNTDOWN,{amount} Days,,{amount} días,{amount} jours,{amount}&nbsp;Tage,{amount} giorni,{amount} dias,{amount} 天
HOUSEBOSS_COUNTDOWN_TOMORROW,Tomorrow!,,¡Mañana!,Demain&nbsp;!,Morgen!,Domani!,Amanhã!,明天！
HOUSEBOSS_COUNTDOWN_TODAY,!!!,,¡!,!!!,!!!,!!!,!!!,！！！
HOUSE_BUTTON_ENDDAY,End Day,,Terminar día,Fin de journée,Tag beenden,Fine giornata,Finalizar Dia,結束當天
HOUSE_BUTTON_DEPART,Depart!,,Partir,À l'aventure&nbsp;!,Aufbrechen!,Partenza!,Partir!,出發！
HOUSE_DATE_FORMAT,{weekday} {month} {day},"ex ""Fr Jan 19"", text box to display this is small",{weekday} {day} {month},{weekday} {day} {month},"{weekday}, {day}. {month}",{weekday} {day} {month},"{weekday}, {day} de {month}",{weekday} {month} {day}
HOUSE_DATE_FORMAT_WITHYEAR,"{weekday} {month} {day}, Year {year}","year shows as Year 0, Year 1, Year 2, etc. year since game began, not calendar year","{weekday} {day} {month}, año {year}","{weekday} {day} {month}, an {year}","{weekday}, {day}. {month}, Jahr {year}","{weekday} {day} {month}, Anno {year}","{weekday}, {day} de {month}, ano {year}","{weekday} {month} {day}, 年 {year}"
HOUSE_DATE_MONDAY,Mo,,Lu,Lu,Mo,Lu,Seg,一
HOUSE_DATE_TUESDAY,Tu,,Ma,Ma,Di,Ma,Ter,二
HOUSE_DATE_WEDNESDAY,We,,Mi,Me,Mi,Me,Qua,三
HOUSE_DATE_THURSDAY,Th,,Ju,Je,Do,Gi,Qui,四
HOUSE_DATE_FRIDAY,Fr,,Vi,Ve,Fr,Ve,Sex,五
HOUSE_DATE_SATURDAY,Sa,,Sa,Sa,Sa,Sa,Sáb,六
HOUSE_DATE_SUNDAY,Su,,Do,Di,So,Do,Dom,日
HOUSE_DATE_JAN,Jan,,Ene,Jan,Jan,Gen,Jan,一月
HOUSE_DATE_FEB,Feb,,Feb,Fév,Feb,Feb,Fev,二月
HOUSE_DATE_MAR,Mar,,Mar,Mar,Mär,Mar,Mar,三月
HOUSE_DATE_APR,Apr,,Abr,Avr,Apr,Apr,Abr,4月
HOUSE_DATE_MAY,May,,May,Mai,Mai,Mag,Mai,5月
HOUSE_DATE_JUN,Jun,,Jun,Jun,Jun,Giu,Jun,6月
HOUSE_DATE_JUL,Jul,,Jul,Jul,Jul,Lug,Jul,7月
HOUSE_DATE_AUG,Aug,,Ago,Aoû,Aug,Ago,Ago,8月
HOUSE_DATE_SEP,Sep,,Sep,Sep,Sep,Set,Set,9月
HOUSE_DATE_OCT,Oct,,Oct,Oct,Okt,Ott,Out,10月
HOUSE_DATE_NOV,Nov,,Nov,Nov,Nov,Nov,Nov,11月
HOUSE_DATE_DEC,Dec,,Dic,Déc,Dez,Dic,Dez,12月
HOUSE_FURNITURE_STAT_COMFORT,{amount} [img:comfort] Comfort,,{amount} [img:comfort] Comodidad,[img:comfort] Bien-être&nbsp;: {amount},{amount} [img:comfort] Komfort,{amount} [img:comfort] Comfort,{amount} de [img:comfort] conforto,{amount} [img:comfort] 舒適度
HOUSE_FURNITURE_STAT_STIMULATION,{amount} [img:stimulation] Stimulation,,{amount} [img:stimulation] Estimulación,[img:stimulation] Stimulation&nbsp;: {amount},{amount} [img:stimulation] Stimulation,{amount} [img:stimulation] Stimolazione,{amount} de [img:stimulation] estimulação,{amount} [img:stimulation] 刺激度
HOUSE_FURNITURE_STAT_APPEAL,{amount} [img:appeal] Appeal,,{amount} [img:appeal] Atractivo,[img:appeal] Attractivité&nbsp;: {amount},{amount} [img:appeal] Reiz,{amount} [img:appeal] Attrattiva,{amount} de [img:appeal] apelo,{amount} [img:appeal] 吸引力
HOUSE_FURNITURE_STAT_HEALTH,{amount} [img:health] Health,,{amount} [img:health] Salud,[img:health] Santé&nbsp;: {amount},{amount} [img:health] Gesundheit,{amount} [img:health] Salute,{amount} de [img:health] saúde,{amount} [img:health] 健康
HOUSE_FURNITURE_STAT_MUTATION,{amount} [img:evolution] Mutation,,{amount} [img:evolution] Mutación,[img:evolution] Mutation&nbsp;: {amount},{amount} [img:evolution] Mutation,{amount} [img:evolution] Mutazione,{amount} de [img:evolution] mutação,{amount} [img:evolution] 變異
HOUSE_STORAGE_NAME,Storage,,Almacén,Rangement,Lager,Deposito,Armazenamento,倉庫
HOUSE_QUEST_STORAGE_NAME,Quest Items,,Objetos de misión,Objets de quête,Questgegenstände,Oggetti missione,Itens de Missões,任務物品
HOUSE_TRASH_NAME,Trash,,Basura,Poubelle,Müll,Cestino,Lixeira,垃圾
HOUSE_TRASH_SUBTITLE,"(will be emptied at 
the end of the day)",,"(se vaciará
al final del día)","(elle sera vidée
en fin de journée)","(wird am Ende des
Tages geleert)","(sarà svuotato alla 
fine della giornata)",(é esvaziada no fim do dia),"(將在
一天結束時清空)"
HOUSE_CAT_INFO_LOWAGGRO,Low Aggression,,Agresividad baja,Agressivité basse,Niedrige Aggressivität,Bassa aggressività,Agressão baixa,低攻擊性
HOUSE_CAT_INFO_MIDAGGRO,Average Aggression,,Agresividad media,Agressivité modérée,Mittlere Aggressivität,Media aggressività,Agressão média,平均攻擊性
HOUSE_CAT_INFO_HIGHAGGRO,High Aggression,,Agresividad alta,Agressivité élevée,Hohe Aggressivität,Alta aggressività,Agressão alta,高攻擊性
HOUSE_CAT_INFO_LOWLIBIDO,Low Libido,,Libido baja,Libido basse,Niedrige Libido,Bassa libido,Libido baixa,低性慾
HOUSE_CAT_INFO_MIDLIBIDO,Average Libido,,Libido media,Libido modérée,Mittlere Libido,Media libido,Libido média,中等性慾
HOUSE_CAT_INFO_HIGHLIBIDO,High Libido,,Libido alta,Libido élevée,Hohe Libido,Alta libido,Libido alta,高性慾
HOUSE_CAT_INFO_INBRED0,Not Inbred,,Endogamia nula,Non consanguin,Keine Inzucht,Consanguineità assente,Sem consanguinidade,未近親繁殖
HOUSE_CAT_INFO_INBRED1,Slightly Inbred,,Endogamia ligera,Légèrement consanguin,Niedrige Inzucht,Consanguineità leggera,Consanguinidade baixa,輕度近親繁殖
HOUSE_CAT_INFO_INBRED2,Moderately Inbred,,Endogamia moderada,Modérément consanguin,Mittlere Inzucht,Consanguineità moderata,Consanguinidade moderada,中度近親繁殖
HOUSE_CAT_INFO_INBRED3,Highly Inbred,,Endogamia elevada,Fortement consanguin,Hohe Inzucht,Consanguineità alta,Consanguinidade alta,高度近親繁殖
HOUSE_CAT_INFO_INBRED4,Extremely Inbred,,Endogamia extrema,Extrêmement consanguin,Extreme Inzucht,Consanguineità estrema,Consanguinidade extrema,極端近親繁殖
HOUSE_CAT_INFO_LOVER,Loves {Catname},,Quiere a {Catname},Aime {Catname},Liebt {Catname},Ama {Catname},Ama {Catname},愛 [m:{Catname}]
HOUSE_CAT_INFO_LOVER_M,,,,,,,,
HOUSE_CAT_INFO_LOVER_F,,,,,,,,
HOUSE_CAT_INFO_LOVER_N,,,,,,,,
HOUSE_CAT_INFO_RIVAL,Hates {Catname},,Odia a {Catname},Déteste {Catname},Hasst {Catname},Odia {Catname},Odeia {Catname},恨 [m:{Catname}]
HOUSE_CAT_INFO_RIVAL_M,,,,,,,,
HOUSE_CAT_INFO_RIVAL_F,,,,,,,,
HOUSE_CAT_INFO_RIVAL_N,,,,,,,,
HOUSE_CAT_INFO_AGE,Age {age},,Edad: {age},Âge&nbsp;: {age},Alter {age},Età: {age},Idade: {age},年齡 {age}
HOUSE_CAT_INFO_HP,HP:,,PS:,PV&nbsp;:,LP:,PS:,PV:,生命值:
HOUSE_CAT_INFO_LEVEL,Lv.,,Nv.,Niv.,Lv.,Liv:,Nv.,等級.
HOUSE_CAT_INFO_OLD,old,,viejo,ans,alt,vecchio,,歲
HOUSE_CAT_INFO_STR_NAME,[img:str]Strength,,[img:str] Fuerza,[img:str]Force,[img:str]Stärke,[img:str]Forza,[img:str]Força,[img:str]力量
HOUSE_CAT_INFO_STR_DESC,Strength affects melee attack and melee ability damage.,,La fuerza afecta al daño de los ataques y las habilidades cuerpo a cuerpo.,La force affecte les dégâts des attaques et compétences au corps-à-corps.,Stärke wirkt sich auf den Schaden von Nahkampfangriffen und -fähigkeiten aus.,La forza influenza l'attacco corpo a corpo e il danno delle abilità corpo a corpo.,A força afeta o dano de ataques e habilidades corpo-a-corpo.,力量影響近戰攻擊和近戰技能傷害。
HOUSE_CAT_INFO_DEX_NAME,[img:dex]Dexterity,,[img:dex] Destreza,[img:dex]Dextérité,[img:dex]Geschicklichkeit,[img:dex]Destrezza,[img:dex]Destreza,[img:dex]敏捷
HOUSE_CAT_INFO_DEX_DESC,Dexterity affects ranged attack and ranged ability damage.,,La destreza afecta al daño de los ataques y las habilidades a distancia.,La dextérité affecte les dégâts des attaques et compétences à distance.,Geschicklichkeit wirkt sich auf den Schaden von Fernkampfangriffen und -fähigkeiten aus.,La destrezza influenza il danno da attacco a distanza e il danno da abilità a distanza.,A destreza afeta o dano de ataques e habilidades à distância.,敏捷影響遠程攻擊和遠程技能傷害。
HOUSE_CAT_INFO_CON_NAME,[img:con]Constitution,,[img:con] Constitución,[img:con]Constitution,[img:con]Konstitution,[img:con]Costituzione,[img:con]Constituição,[img:con]體質
HOUSE_CAT_INFO_CON_DESC,Constitution affects max health and post-combat regen.,,La constitución afecta al máximo de salud y a la regeneración tras el combate.,La constitution affecte les PV max. et la régénération de PV après les combats.,Konstitution wirkt sich auf max. Gesundheit und Lebensregeneration nach dem Kampf aus.,La costituzione influenza la salute massima e la rigenerazione della salute dopo le battaglie.,A constituição afeta a saúde máxima e a regeneração após o combate.,體質影響最大生命值和戰後恢復。
HOUSE_CAT_INFO_INT_NAME,[img:int]Intelligence,,[img:int] Inteligencia,[img:int]Intelligence,[img:int]Intelligenz,[img:int]Intelligenza,[img:int]Inteligência,[img:int]智力
HOUSE_CAT_INFO_INT_DESC,Intelligence affects mana regen.,,La inteligencia afecta a la regeneración de maná.,L'intelligence affecte la régénération de mana.,Intelligenz wirkt sich auf Manaregeneration aus.,L'intelligenza influenza la rigenerazione del mana.,A inteligência afeta a regeneração de mana.,智力影響法力值恢復。
HOUSE_CAT_INFO_CHA_NAME,[img:cha]Charisma,,[img:cha] Carisma,[img:cha]Charisme,[img:cha]Charisma,[img:cha]Carisma,[img:cha]Carisma,[img:cha]魅力
HOUSE_CAT_INFO_CHA_DESC,Charisma affects max mana and starting mana.,,El carisma afecta al maná inicial y al máximo de maná.,Le charisme affecte le mana max. et le mana de départ.,Charisma wirkt sich auf max. Mana und Mana zu Kampfbeginn aus.,Il carisma influenza il mana massimo e il mana iniziale.,O carisma afeta a mana máxima e a mana inicial.,魅力影響最大法力值和初始法力值。
HOUSE_CAT_INFO_SPD_NAME,[img:spd]Speed,,[img:spd] Velocidad,[img:spd]Vitesse,[img:spd]Geschwindigkeit,[img:spd]Velocità,[img:spd]Velocidade,[img:spd]速度
HOUSE_CAT_INFO_SPD_DESC,Speed affects turn order and movement range.,,La velocidad afecta al orden de los turnos y al alcance del movimiento.,La vitesse affecte l'ordre du tour et la portée des déplacements.,Geschwindigkeit wirkt sich auf die Zugreihenfolge und Bewegungsreichweite aus.,La velocità influenza il raggio di movimento e l'ordine dei turni.,A velocidade afeta a ordem dos turnos e o alcance de movimento.,速度影響出手順序和移動範圍。
HOUSE_CAT_INFO_LCK_NAME,[img:lck]Luck,,[img:lck] Suerte,[img:lck]Chance,[img:lck]Glück,[img:lck]Fortuna,[img:lck]Sorte,[img:lck]運氣
HOUSE_CAT_INFO_LCK_DESC,Luck affects base crit chance and all randomness.,,La suerte afecta a la probabilidad de crítico base y a todo lo que depende del azar.,La chance affecte les chances de coup critique de base ainsi que toute forme d'aléatoire.,Glück wirkt sich auf die kritische Trefferchance und alle zufälligen Ereignisse aus.,La fortuna influenza la probabilità di colpo critico base e tutte le casualità.,A sorte afeta a chance de crítico base e tudo que é aleatório.,運氣影響基礎暴擊率和所有隨機因素。
,,,,,,,,
MUTATION_BODY_NAME,Body Mutation,,Mutación de cuerpo,Mutation du corps,Mutation (Körper),Mutazione del corpo,Mutação de corpo,身體變異
MUTATION_HEAD_NAME,Head Mutation,,Mutación de cabeza,Mutation de la tête,Mutation (Kopf),Mutazione della testa,Mutação de cabeça,頭部變異
MUTATION_TAIL_NAME,Tail Mutation,,Mutación de cola,Mutation de la queue,Mutation (Schwanz),Mutazione della coda,Mutação de cauda,尾巴變異
MUTATION_LEG_NAME,Leg Mutation,,Mutación de pata trasera,Mutation des jambes,Mutation (Beine),Mutazione delle zampe posteriori,Mutação de perna,腿部變異
MUTATION_ARM_NAME,Arm Mutation,,Mutación de pata delantera,Mutation des bras,Mutation (Arme),Mutazione delle zampe anteriori,Mutação de braço,手臂變異
MUTATION_EYE_NAME,Eye Mutation,,Mutación de ojo,Mutation des yeux,Mutation (Augen),Mutazione degli occhi,Mutação de olho,眼睛變異
MUTATION_EYEBROW_NAME,Eyebrow Mutation,,Mutación de ceja,Mutation des sourcils,Mutation (Augenbrauen),Mutazione delle sopracciglia,Mutação de sobrancelha,眉毛變異
MUTATION_EAR_NAME,Ear Mutation,,Mutación de oreja,Mutation des oreilles,Mutation (Ohren),Mutazione delle orecchie,Mutação de orelha,耳朵變異
MUTATION_MOUTH_NAME,Mouth Mutation,,Mutación de boca,Mutation de la bouche,Mutation (Mund),Mutazione della bocca,Mutação de boca,嘴巴變異
